site,SampleID,init_green_wt,Species.Code,block,termite_treatment_abbreviation,harvest,deployment_date,harvest_date,insect_present,termite_present,fungi_present,soil_present,root_present,fire_present_2021,fire_present_2019,Termite_Class,Fungi_Class,Fire_Class,Field_fresh_wt,Collar,fresh_volume,FW_Wood,Lab_As.,FW_Excess,FW_Carton,FW_Soil,Sawdust_FW,Post_drill_FW,DW_Wood,DW_Excess,DW_Carton,DW_Soil,damage_bag,init_drywt_fraction,termite.attack,season_condition,months,date_diff,station,dry.wet,init_dry_wt,harvest_dry_wt,mass.loss,pro.mass.loss,pct.mass.rem,FW_tot,DW_tot,wood_por,resp_dry_wt,deltaCO2,CO2.p,adj_r_CO2,deltaCH4,CH4.p,adj_r_CH4,mean_Tcham,mean_Pressure,CO2_resp_rate,CH4_resp_rate,CO2_resp_outlier,CH4_resp_outlier,FMC
PNW,182,NA,PIRA,V,TE,3,2018-06-05,2019-12-05,0,0,1,NA,1,NA,0,NA,NA,0,193.69,5,0.44,193.69,NA,NA,NA,NA,NA,NA,187.41,NA,NA,NA,NA,NA,0,DRY,18,548,PNW.PIRA.V,NA,189.6507,187.41,2.240700000000004,0.0118148786163194,98.8185121383681,NA,187.41,1,187.41,-0.006172529579762836,1.424885883065864e-30,0.5406320800325946,-3.901778385774152e-6,0.008855973217691045,0.03416500042859383,39.167719298245615,971.5815875715138,-2.1113203599716233e-4,-4.864145415770712e-8,No,No,3.3509417853903214
PNW,229,NA,PIRA,Y,TI,3,2018-06-05,2019-12-05,0,0,1,NA,0,NA,0,NA,NA,0,177.92,5,0.42,177.92,NA,NA,NA,NA,NA,NA,171.33,NA,NA,NA,NA,NA,0,DRY,18,548,PNW.PIRA.Y,NA,173.8515,171.33,2.5214999999999748,0.0145037575171914,98.5496242482809,NA,171.33,1,171.33,0.003937354501164857,1.1425945800590713e-14,0.29388503833562263,7.136064511484768e-6,7.471897831782973e-5,0.08350458721424592,38.50912280701755,971.5815875715138,1.4838788058450786e-4,9.801796379792545e-8,No,No,3.846378334208822
MLES,294,NA,PIRA,I,TE,3,2018-06-04,2019-12-04,1,0,1,NA,0,NA,NA,NA,NA,NA,263.93,5,0.47,263.93,NA,NA,NA,NA,NA,NA,228.51,NA,NA,NA,NA,NA,0,DRY,18,548,MLES.PIRA.I,NA,234.13,228.51,5.6200000000000045,0.0240037585956521,97.5996241404348,NA,228.51,1,228.51,0.02460340173278635,1.464965325437958e-99,0.9296775663726483,9.160071519426939e-6,1.2020599998484498e-6,0.1254093839780024,28.849941520467837,907.2436647173488,6.613727472295496e-4,8.974349879282299e-8,No,No,15.500415736729254
MLES,310,NA,PIRA,J,TE,3,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,192.45,5,0.43,192.45,NA,NA,NA,NA,NA,NA,168.88,NA,NA,NA,NA,NA,0,DRY,18,548,MLES.PIRA.J,NA,182.1958,168.88,13.315799999999996,0.0730851095360046,92.6914890463995,NA,168.88,1,168.88,-0.0028469282645738193,6.208088356799529e-10,0.19837840454167688,-7.0464012287945565e-6,1.5042135463729878e-4,0.07629429601742055,28.068070175438596,907,-1.0486739435520233e-4,-9.459851460530083e-8,No,No,13.956655613453336
DRO,7,NA,PIRA,A,TI,4,2018-06-11,2020-07-06,0,1,1,1,0,NA,NA,NA,NA,NA,179.52,5,0.315,179.52,NA,NA,NA,NA,NA,NA,42.24,NA,NA,NA,NA,NA,1,WET,24,756,DRO.PIRA.A,NA,161.9986,42.24,119.7586,0.739257005924743,26.0742994075257,NA,42.24,1,42.24,0.13982519787841713,6.487943837046196e-222,0.9974921675704927,-4.65043079655576e-6,0.002467016500514802,0.047333497349866804,21.017368421052634,1009.819,0.024168272640753,-2.929586666224598e-7,No,No,325
DRO,39,NA,PIRA,C,TI,4,2018-06-11,2020-07-06,0,1,0,1,0,NA,NA,NA,NA,NA,79.98,5,0.155,79.98,NA,NA,NA,NA,NA,NA,30.6,NA,NA,NA,NA,NA,1,WET,24,756,DRO.PIRA.C,NA,166.1532,30.6,135.5532,0.815832617126844,18.4167382873156,NA,30.6,1,30.6,0.16439245590035229,4.080611564188033e-234,0.9982015214699557,-9.628444572443717e-6,1.6758477781749708e-7,0.1449162655592171,20.45093567251462,1009.819,0.04086487430366588,-8.723231818128927e-7,No,No,161.37254901960785
DRO,55,NA,PIRA,D,TI,4,2018-06-11,2020-07-06,0,0,1,1,1,NA,NA,NA,NA,NA,168.35,5,0.45,168.35,NA,NA,NA,NA,NA,NA,51.46,NA,NA,NA,NA,NA,0,WET,24,756,DRO.PIRA.D,NA,170.646,51.46,119.18599999999998,0.698440045474257,30.1559954525743,NA,51.46,1,51.46,0.43455016559867526,4.103988500004219e-299,0.9996940097277274,4.299265605874558e-6,0.0017177257609305393,0.05108125408261799,20.699415204678363,1008.7865,0.059583762246940716,2.1484995845323174e-7,No,No,227.147298872911
DRO,56,NA,PIRA,D,TE,4,2018-06-11,2020-07-06,0,0,1,1,0,NA,NA,NA,NA,NA,294.46,5,0.44,294.46,NA,NA,NA,NA,NA,NA,79.99,NA,NA,NA,NA,NA,0,WET,24,756,DRO.PIRA.D,NA,165.5841,79.99,85.59410000000001,0.516922216565479,48.307778343452,NA,79.99,1,79.99,0.26858349173206625,1.4589781924132226e-268,0.9992965146627268,1.015054119566918e-5,1.6897890501340247e-9,0.18903532152896307,21.193801169590646,1009.819,0.023737409815847516,3.2696119023422185e-7,No,No,268.1210151268909
MLRF,103,NA,PIRA,L,TI,4,2018-06-04,2020-06-04,0,0,1,1,0,NA,0,NA,NA,0,431.52,5,0.47,431.52,NA,NA,NA,NA,NA,NA,168.98,NA,NA,NA,NA,NA,0,WET,24,731,MLRF.PIRA.L,NA,187.8605,168.98,18.880500000000012,0.100502766680595,89.9497233319405,NA,168.98,1,168.98,0.11167180238558214,2.1151314959024015e-238,0.9983997379378318,4.4628506971955895e-6,0.02099328356015483,0.025388365500301102,13.959999999999999,911,0.004287632359655215,6.245099578010824e-8,No,No,155.36749911232098
MLRF,119,NA,PIRA,M,TI,4,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,384.9,5,0.44,384.9,NA,NA,NA,NA,NA,NA,137.27,NA,NA,NA,1,NA,0,WET,24,731,MLRF.PIRA.M,NA,170.6989,137.27,33.4289,0.195835474042305,80.4164525957695,NA,137.27,1,137.27,0.13086909232726168,4.64322321427579e-241,0.9985115657909356,5.069897040820336e-6,0.0012940448211902764,0.0540157398656127,14.96280701754386,910.8070175438597,0.0062104965692133885,8.76882435778044e-8,No,No,180.39629926422376
MLRF,120,NA,PIRA,M,TE,4,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,414.21,5,0.44,414.21,NA,NA,NA,NA,NA,NA,130.81,NA,NA,NA,NA,NA,0,WET,24,731,MLRF.PIRA.M,NA,162.6947,130.81,31.88470000000001,0.19597872579746,80.402127420254,NA,130.81,1,130.81,0.14585568483452066,8.70772816979173e-250,0.9988265803885814,5.316487868095049e-6,3.6617833916930185e-4,0.06709658788920791,14.374736842105262,911,0.007279920600673578,9.671216476797806e-8,No,No,216.650103203119
MLRF,135,NA,PIRA,N,TI,4,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,459.81,5,0.47,459.81,NA,NA,NA,NA,NA,NA,173.47,NA,NA,NA,NA,NA,0,WET,24,731,MLRF.PIRA.N,NA,193.7123,173.47,20.2423,0.104496720135996,89.5503279864004,NA,173.47,1,173.47,0.12535058703530338,4.571225704031819e-250,0.9988354952406552,-6.257071543427532e-6,6.82521175643378e-4,0.06064632304623785,14.289824561403508,911,0.004682876384977992,-8.519428015368772e-8,No,No,165.06600564939185
MLRF,136,NA,PIRA,N,TE,4,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,427.48,5,0.44,427.48,NA,NA,NA,NA,NA,NA,147.21,NA,NA,NA,NA,NA,0,WET,24,731,MLRF.PIRA.N,NA,171.1426,147.21,23.93259999999998,0.139840109943404,86.0159890056596,NA,147.21,1,147.21,0.1086644171646629,1.4202302808580592e-232,0.998124361036082,6.020354237165058e-6,5.915148041898628e-4,0.062129333298082234,14.18327485380117,910.6666666666669,0.004820861171163942,9.734470007210633e-8,No,No,190.3878812580667
MLRF,151,NA,PIRA,O,TI,4,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,390.71,5,0.5,390.71,NA,NA,NA,NA,NA,NA,136.69,NA,NA,NA,NA,NA,0,WET,24,731,MLRF.PIRA.O,NA,169.1251,136.69,32.435100000000006,0.191781704785393,80.8218295214607,NA,136.69,1,136.69,0.11315914824681376,1.156033050857619e-235,0.9982757953253455,-6.272541819663431e-6,2.419684118980554e-4,0.07138330345965627,13.319415204678362,911,0.005341266835705569,-1.079073844190969e-7,No,No,185.83656448898967
MLRF,152,NA,PIRA,O,TE,4,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,430.23,5,0.46,430.23,NA,NA,NA,NA,NA,NA,162.9,NA,NA,NA,NA,NA,0,WET,24,731,MLRF.PIRA.O,NA,187.9724,162.9,25.072399999999988,0.133383411607236,86.6616588392764,NA,162.9,1,162.9,0.08047357429140563,7.622364055906854e-210,0.9965155352787484,4.7441068471475175e-06,0.004161646945917369,0.04193035838605086,15.487777777777778,910.6666666666669,0.0031952234302353175,6.865234842976477e-8,No,No,164.10681399631676
PNW,183,NA,PIRA,V,TI,4,2018-06-05,2020-06-18,1,1,0,1,1,NA,3,NA,NA,3,119.88,5,0.335,119.88,NA,NA,NA,NA,NA,NA,108.09,NA,NA,NA,NA,NA,1,WET,24,744,PNW.PIRA.V,NA,170.123,108.09,62.03299999999999,0.364636175002792,63.5363824997208,NA,108.09,1,108.09,0.005492250461996937,3.212341845382718e-30,0.5362133425244282,4.417068663450447e-6,0.010433713938793306,0.032487906856905946,29.06690058479532,980.3759817440704,3.4882315913438433e-4,1.022450102339025e-7,No,No,10.9075770191507
PNW,184,NA,PIRA,V,TE,4,2018-06-05,2020-06-18,0,0,1,1,0,NA,2,NA,NA,2,165.15,5,0.41,165.15,NA,NA,NA,NA,NA,NA,151.19,NA,NA,NA,NA,NA,0,WET,24,744,PNW.PIRA.V,NA,158.1831,151.19,6.993099999999998,0.0442088946290723,95.5791105370928,NA,151.19,1,151.19,0.0022364115487080636,3.7001211556820167e-6,0.11412837033387069,6.517935056522892e-6,2.9091292727440895e-4,0.06947794278573594,30.878888888888888,980.3759817440704,9.9047499183317907e-05,1.0520946512653749e-7,No,No,9.233414908393419
PNW,199,NA,PIRA,W,TI,4,2018-06-05,2020-06-18,0,1,1,1,0,NA,0,NA,NA,0,156.42,5,0.44,156.42,NA,NA,NA,NA,NA,NA,141.84,NA,NA,NA,NA,NA,1,WET,24,744,PNW.PIRA.W,NA,159.5351,141.84,17.695099999999996,0.110916657212112,88.9083342787888,NA,141.84,1,141.84,0.004277671778625534,5.92194713566344e-18,0.3536821811036054,1.0081568147457089e-5,8.041791677674304e-12,0.23781112872273513,29.402280701754385,979.8604795882386,2.0126748133344457e-4,1.7288098918958483e-7,No,No,10.279187817258872
PNW,200,NA,PIRA,W,TE,4,2018-06-05,2020-06-18,0,0,1,1,0,NA,2,NA,NA,2,192.44,5,0.425,192.44,NA,NA,NA,NA,NA,NA,174.95,NA,NA,NA,NA,NA,0,WET,24,744,PNW.PIRA.W,NA,194.0456,174.95,19.09560000000002,0.0984077969302061,90.1592203069794,NA,174.95,1,174.95,0.0018094542679320824,2.884549012408676e-6,0.11728960116232279,5.431808731433179e-6,7.79036952932229e-4,0.05961879326421171,31.103411764705882,979.755200978949,6.889505373950622e-5,7.537683471322375e-8,No,No,9.997142040583029
PNW,216,NA,PIRA,X,TE,4,2018-06-05,2020-06-18,0,0,1,1,0,NA,2,NA,NA,2,163.32,5,0.4,163.32,NA,NA,NA,NA,NA,NA,147.67,NA,NA,NA,NA,NA,0,WET,24,744,PNW.PIRA.X,NA,163.9384,147.67,16.268400000000014,0.0992348345476107,90.0765165452389,NA,147.67,1,147.67,0.003984512683898578,1.227225826981715e-16,0.33033352038547936,5.753711570306906e-6,8.129906318352888e-5,0.08263617076647412,24.373625730994153,980.3759817440704,1.8509620375275912e-4,9.741444949134957e-8,No,No,10.59795489943794
MLES,264,NA,PIRA,G,TE,4,2018-06-04,2020-07-01,0,0,0,1,0,NA,NA,NA,NA,NA,435.35,5,0.48,435.35,NA,NA,NA,NA,NA,NA,113.58,NA,NA,NA,NA,NA,0,WET,24,758,MLES.PIRA.G,NA,198.3256,113.58,84.74560000000001,0.427305400815628,57.2694599184372,NA,113.58,1,113.58,0.07888074567403376,4.13521558572685e-200,0.9954570967357541,-3.6217318261452416e-6,0.045968545371413976,0.017580148603986268,16.108830409356724,910,0.004455913616262828,-7.456500311774717e-8,No,No,283.2981158654693
MLES,280,NA,PIRA,H,TE,4,2018-06-04,2020-07-01,0,0,1,1,0,NA,NA,NA,NA,NA,472.03,5,0.47,472.03,NA,NA,NA,NA,NA,NA,178.73,NA,NA,NA,NA,NA,0,WET,24,758,MLES.PIRA.H,NA,188.2952,178.73,9.565200000000004,0.0507989582315428,94.9201041768457,NA,178.73,1,178.73,0.029122152062783603,4.0611328075365794e-133,0.9718110235727991,-1.2904422924616579e-4,2.724820589544216e-97,0.9251934175928693,16.26801169590643,909.3333333333331,0.0010467978639660481,-1.6905613894295213e-6,No,No,164.10227717786603
MLES,296,NA,PIRA,I,TE,4,2018-06-04,2020-07-01,0,0,1,1,0,NA,NA,NA,NA,NA,451.08,5,0.44,451.08,NA,NA,NA,NA,NA,NA,123.4,NA,NA,NA,NA,NA,0,WET,24,758,MLES.PIRA.I,NA,195.1802,123.4,71.78020000000001,0.367763738330015,63.2236261669985,NA,123.4,1,123.4,0.04133415076679386,1.0351599315444884e-162,0.9874136757031288,1.8141078071375914e-5,2.898106120682553e-16,0.32356741850678516,16.330526315789474,909.3333333333331,0.002168196716892864,3.468212913666238e-7,No,No,265.5429497568881
MLES,311,NA,PIRA,J,TI,4,2018-06-04,2020-07-01,0,0,1,1,0,NA,NA,NA,NA,NA,172.31,5,0.44,172.31,NA,NA,NA,NA,NA,NA,117.53,NA,NA,NA,NA,NA,0,WET,24,758,MLES.PIRA.J,NA,166.3488,117.53,48.81880000000001,0.293472510772545,70.6527489227455,NA,117.53,1,117.53,0.07030909616723019,9.71532691050864e-191,0.9941355260502952,-4.365877312981564e-5,1.1897404318694328e-45,0.6949675061215452,16.322573099415205,909.3333333333331,0.003872393958197396,-8.763801686325709e-7,No,No,46.6093763294478
STCK,327,NA,PIRA,P,TI,4,2018-06-05,2020-06-11,0,1,1,1,0,NA,0,NA,NA,0,142.03,5,0.33,142.03,NA,NA,NA,NA,NA,NA,100.99,NA,NA,NA,NA,NA,1,WET,24,737,STCK.PIRA.P,NA,187.5423,100.99,86.55230000000002,0.46150815042793,53.849184957207,NA,100.99,1,100.99,0.18863112751097938,7.743247541453286e-225,0.9976841783631835,3.2738877288980194e-5,2.7592652504994562e-52,0.745314135620091,25.037134502923976,967,0.012834597972856117,8.11868490579856e-7,No,No,40.63768689969305
